drug_1,drug_2,context,label
AZD1775,GELDANAMYCIN,NCIH2122,-11.4391414821
AZD1775,GELDANAMYCIN,NCIH23,-19.3168936658
AZD1775,GELDANAMYCIN,NCIH460,-5.186641338
AZD1775,GELDANAMYCIN,NCIH520,-3.4289208093
AZD1775,GELDANAMYCIN,OCUBM,4.573955708500001
AZD1775,GELDANAMYCIN,OV90,-16.4929686128
AZD1775,GELDANAMYCIN,OVCAR3,-23.0959429476
AZD1775,GELDANAMYCIN,PA1,6.8249279483
AZD1775,GELDANAMYCIN,RKO,3.3570132241
AZD1775,GELDANAMYCIN,RPMI7951,-10.087654280499999
AZD1775,GELDANAMYCIN,SKMEL30,19.3608627563
AZD1775,GELDANAMYCIN,SKMES1,-0.4644878013
AZD1775,GELDANAMYCIN,SKOV3,-1.6187840141
AZD1775,GELDANAMYCIN,SW620,-9.3368853778
AZD1775,GELDANAMYCIN,SW837,-5.0924958486000005
AZD1775,GELDANAMYCIN,T47D,-15.8364282688
AZD1775,GELDANAMYCIN,UACC62,15.3254043357
AZD1775,GELDANAMYCIN,UWB1289BRCA1,-6.9293522865999995
AZD1775,GELDANAMYCIN,UWB1289,82.1334090463
AZD1775,GELDANAMYCIN,VCAP,-20.0164243909
AZD1775,GELDANAMYCIN,ZR751,-12.4671211596
AZD1775,LAPATINIB,A2058,7.2283537341
AZD1775,LAPATINIB,A2780,10.939638841199999
AZD1775,LAPATINIB,A375,21.2157935957
AZD1775,LAPATINIB,A427,-0.4242474354
AZD1775,LAPATINIB,CAOV3,29.9077838081
AZD1775,LAPATINIB,COLO320DM,2.7637967430000003
AZD1775,LAPATINIB,DLD1,15.361290972599999
AZD1775,LAPATINIB,EFM192B,22.8857159296
AZD1775,LAPATINIB,ES2,11.9159826775
AZD1775,LAPATINIB,HCT116,11.7622692927
AZD1775,LAPATINIB,HT144,15.7587566202
AZD1775,LAPATINIB,HT29,-0.7631215526999999
AZD1775,LAPATINIB,KPL1,9.0849701375
AZD1775,LAPATINIB,LNCAP,-12.2293676186
AZD1775,LAPATINIB,LOVO,23.428308741
AZD1775,LAPATINIB,MDAMB436,10.9223657195
AZD1775,LAPATINIB,MSTO,8.0022313415
AZD1775,LAPATINIB,NCIH1650,11.323630513800001
AZD1775,LAPATINIB,NCIH2122,3.2292078373
AZD1775,LAPATINIB,NCIH23,0.9113227759999999
AZD1775,LAPATINIB,NCIH460,-4.8673204283
AZD1775,LAPATINIB,NCIH520,0.5424177792
AZD1775,LAPATINIB,OCUBM,18.8060866635
AZD1775,LAPATINIB,OV90,-6.3951951413
AZD1775,LAPATINIB,OVCAR3,12.3717862452
AZD1775,LAPATINIB,PA1,17.1021517952
AZD1775,LAPATINIB,RKO,1.5089875002000002
AZD1775,LAPATINIB,RPMI7951,19.6184938821
AZD1775,LAPATINIB,SKMEL30,7.602509732000001
AZD1775,LAPATINIB,SKMES1,13.9744080803
AZD1775,LAPATINIB,SKOV3,19.2318108483
AZD1775,LAPATINIB,SW620,-1.392521851
AZD1775,LAPATINIB,SW837,33.697239878299996
AZD1775,LAPATINIB,T47D,9.333495762
AZD1775,LAPATINIB,UACC62,22.170519517
AZD1775,LAPATINIB,UWB1289BRCA1,6.2949325237
AZD1775,LAPATINIB,UWB1289,83.0456537258
AZD1775,LAPATINIB,VCAP,10.3632009769
AZD1775,LAPATINIB,ZR751,-12.031497390699998
AZD1775,MK-2206,A2058,18.844726303199998
AZD1775,MK-2206,A2780,21.0815985773
AZD1775,MK-2206,A375,22.726135800700003
AZD1775,MK-2206,A427,18.3672085251
AZD1775,MK-2206,CAOV3,23.9412647057
AZD1775,MK-2206,COLO320DM,8.2210270528
AZD1775,MK-2206,DLD1,29.2370872563
AZD1775,MK-2206,EFM192B,1.8840728724
AZD1775,MK-2206,ES2,12.019105067
AZD1775,MK-2206,HCT116,12.6973664228
AZD1775,MK-2206,HT144,8.6111495975
AZD1775,MK-2206,HT29,9.4625409939
AZD1775,MK-2206,KPL1,27.624491661
AZD1775,MK-2206,LNCAP,14.4997713912
AZD1775,MK-2206,LOVO,18.2559538508
AZD1775,MK-2206,MDAMB436,12.628901667000001
AZD1775,MK-2206,MSTO,16.571038368099998
AZD1775,MK-2206,NCIH1650,15.343442978599999
AZD1775,MK-2206,NCIH2122,5.7044284976999995
AZD1775,MK-2206,NCIH23,13.4261892872
AZD1775,MK-2206,NCIH460,10.1674800842
AZD1775,MK-2206,NCIH520,13.298436241700001
AZD1775,MK-2206,OCUBM,4.5288006267
AZD1775,MK-2206,OV90,9.862408135399999
AZD1775,MK-2206,OVCAR3,12.4406899748
AZD1775,MK-2206,PA1,6.407757116
AZD1775,MK-2206,RKO,11.1693332808
AZD1775,MK-2206,RPMI7951,11.201023899900001
AZD1775,MK-2206,SKMEL30,6.1142989797
AZD1775,MK-2206,SKMES1,29.439766762399998
AZD1775,MK-2206,SKOV3,28.7733159416
AZD1775,MK-2206,SW620,10.2263918513
AZD1775,MK-2206,SW837,20.684430302
AZD1775,MK-2206,T47D,12.8646286808
AZD1775,MK-2206,UACC62,16.4635331772
AZD1775,MK-2206,UWB1289BRCA1,4.7727231951
AZD1775,MK-2206,UWB1289,94.88728322520001
AZD1775,MK-2206,VCAP,-9.605536278099999
AZD1775,MK-2206,ZR751,3.4226212879
AZD1775,MK-4827,A2058,32.7687294711
AZD1775,MK-4827,A2780,9.0742277486
AZD1775,MK-4827,A375,20.430246006500003
AZD1775,MK-4827,A427,7.9765357786
AZD1775,MK-4827,CAOV3,-0.7440299043
AZD1775,MK-4827,COLO320DM,-1.6474025499
AZD1775,MK-4827,DLD1,-1.8746456521000001
AZD1775,MK-4827,EFM192B,8.683984692200001
AZD1775,MK-4827,ES2,-5.5885155537
AZD1775,MK-4827,HCT116,8.08990716
AZD1775,MK-4827,HT144,9.0378095278
AZD1775,MK-4827,HT29,8.5483553129
AZD1775,MK-4827,KPL1,4.7059069987
AZD1775,MK-4827,LNCAP,13.117101442000001
AZD1775,MK-4827,LOVO,9.0912548207
AZD1775,MK-4827,MDAMB436,16.5469948895
AZD1775,MK-4827,MSTO,-8.6291422648
AZD1775,MK-4827,NCIH1650,22.48071637
AZD1775,MK-4827,NCIH2122,25.082138022800002
AZD1775,MK-4827,NCIH23,5.594045573200001
AZD1775,MK-4827,NCIH460,5.533537032100001
AZD1775,MK-4827,NCIH520,0.0884959266
AZD1775,MK-4827,OCUBM,73.21985333939999
AZD1775,MK-4827,OV90,-1.4620063729
AZD1775,MK-4827,OVCAR3,60.0744132988
AZD1775,MK-4827,PA1,31.7582957122
AZD1775,MK-4827,RKO,17.6403010361
AZD1775,MK-4827,RPMI7951,18.2644795554
AZD1775,MK-4827,SKMEL30,13.7556973054
AZD1775,MK-4827,SKMES1,14.9975168203
AZD1775,MK-4827,SKOV3,17.1292617603
AZD1775,MK-4827,SW620,4.2647799306
AZD1775,MK-4827,SW837,17.783885792
AZD1775,MK-4827,T47D,11.0460091061
AZD1775,MK-4827,UACC62,21.7981902837
AZD1775,MK-4827,UWB1289BRCA1,-11.271838239700001
AZD1775,MK-4827,UWB1289,66.35613168649999
AZD1775,MK-4827,VCAP,4.6423007080000005
AZD1775,MK-4827,ZR751,11.7294860826
AZD1775,MK-5108,A2058,-9.504263856
AZD1775,MK-5108,A2780,3.7804810411000003
AZD1775,MK-5108,A375,2.5989300632
AZD1775,MK-5108,A427,-4.3456427646
AZD1775,MK-5108,CAOV3,-7.5355260601
AZD1775,MK-5108,COLO320DM,4.2382752782
AZD1775,MK-5108,DLD1,3.8427079626
AZD1775,MK-5108,EFM192B,-0.1661748616
AZD1775,MK-5108,ES2,0.9765806006000001
AZD1775,MK-5108,HCT116,11.0015617068
AZD1775,MK-5108,HT144,0.5234406189999999
AZD1775,MK-5108,HT29,3.6254994048
AZD1775,MK-5108,KPL1,8.2422738109
AZD1775,MK-5108,LNCAP,3.5293864947
AZD1775,MK-5108,LOVO,7.1305966365
AZD1775,MK-5108,MDAMB436,3.5660410346
AZD1775,MK-5108,MSTO,9.2461391764
AZD1775,MK-5108,NCIH1650,11.0245997975
AZD1775,MK-5108,NCIH2122,-15.784272873599999
AZD1775,MK-5108,NCIH23,5.0692495836
AZD1775,MK-5108,NCIH460,-2.6493767118
AZD1775,MK-5108,NCIH520,4.1726132267
AZD1775,MK-5108,OCUBM,3.3605352039999996
AZD1775,MK-5108,OV90,0.6648818689
AZD1775,MK-5108,OVCAR3,6.7932624845000005
AZD1775,MK-5108,PA1,17.9153781915
AZD1775,MK-5108,RKO,5.7605997568
AZD1775,MK-5108,RPMI7951,-4.4811464434
AZD1775,MK-5108,SKMEL30,5.2287434195
AZD1775,MK-5108,SKMES1,-2.9112185853
AZD1775,MK-5108,SKOV3,23.4218522218
AZD1775,MK-5108,SW620,2.0556982233000003
AZD1775,MK-5108,SW837,8.7696100298
AZD1775,MK-5108,T47D,3.2420834611
AZD1775,MK-5108,UACC62,13.345987790899999
AZD1775,MK-5108,UWB1289BRCA1,13.180916605799998
AZD1775,MK-5108,UWB1289,65.6475365955
AZD1775,MK-5108,VCAP,-7.1366314124
AZD1775,MK-5108,ZR751,-7.2779572345000005
AZD1775,MK-8669,A2058,38.93836298
AZD1775,MK-8669,A2780,26.155764676999997
AZD1775,MK-8669,A375,42.600219132
AZD1775,MK-8669,A427,28.1687064192
AZD1775,MK-8669,CAOV3,21.9047053575
AZD1775,MK-8669,COLO320DM,10.5701294468
AZD1775,MK-8669,DLD1,27.912683454099998
AZD1775,MK-8669,EFM192B,31.4155269495
AZD1775,MK-8669,ES2,30.718131454899996
AZD1775,MK-8669,HCT116,9.068968113
AZD1775,MK-8669,HT144,20.2523933896
AZD1775,MK-8669,HT29,22.9049036296
AZD1775,MK-8669,KPL1,32.9050251834
AZD1775,MK-8669,LNCAP,24.317925452199997
AZD1775,MK-8669,LOVO,19.9543678035
AZD1775,MK-8669,MDAMB436,20.2845732585
AZD1775,MK-8669,MSTO,27.4564320008
AZD1775,MK-8669,NCIH1650,36.9688311907
AZD1775,MK-8669,NCIH2122,17.4429740728
AZD1775,MK-8669,NCIH23,20.0466417608
AZD1775,MK-8669,NCIH460,18.2320070898
AZD1775,MK-8669,NCIH520,14.5187707056
AZD1775,MK-8669,OCUBM,34.185284484600004
AZD1775,MK-8669,OV90,14.014496888900002
AZD1775,MK-8669,OVCAR3,25.800124369299997
AZD1775,MK-8669,PA1,30.804155670700002
AZD1775,MK-8669,RKO,29.019602232600004
AZD1775,MK-8669,RPMI7951,33.035892979
AZD1775,MK-8669,SKMEL30,29.8440307931
AZD1775,MK-8669,SKMES1,20.839180785699998
AZD1775,MK-8669,SKOV3,46.2955310955
AZD1775,MK-8669,SW620,18.2794411308
AZD1775,MK-8669,SW837,23.985673597399998
AZD1775,MK-8669,T47D,28.910443896500002
AZD1775,MK-8669,UACC62,31.8760261131
AZD1775,MK-8669,UWB1289BRCA1,15.0717614695
AZD1775,MK-8669,UWB1289,97.7036218438
AZD1775,MK-8669,VCAP,16.0412645851
AZD1775,MK-8669,ZR751,9.9256046962
AZD1775,MK-8776,A2058,80.1794017931
AZD1775,MK-8776,A2058,58.97370000270001
AZD1775,MK-8776,A2780,54.0791044037
AZD1775,MK-8776,A375,71.7591775393
AZD1775,MK-8776,A375,62.177991421499996
AZD1775,MK-8776,A427,70.629492297
AZD1775,MK-8776,A427,64.09097151520001
AZD1775,MK-8776,CAOV3,19.7151303346
AZD1775,MK-8776,CAOV3,22.371787489099997
AZD1775,MK-8776,COLO320DM,34.4856282848
AZD1775,MK-8776,COLO320DM,37.4259038189
AZD1775,MK-8776,DLD1,16.382969273
AZD1775,MK-8776,EFM192B,59.0543434557
AZD1775,MK-8776,EFM192B,25.016784457800004
AZD1775,MK-8776,ES2,54.6678575825
AZD1775,MK-8776,ES2,31.029658730799998
AZD1775,MK-8776,HCT116,44.048996586899996
AZD1775,MK-8776,HCT116,53.08379915729999
AZD1775,MK-8776,HT144,45.7101859904
AZD1775,MK-8776,HT29,59.40748145479999
AZD1775,MK-8776,HT29,54.9003609122
AZD1775,MK-8776,KPL1,18.1472071825
AZD1775,MK-8776,LNCAP,17.57989115
AZD1775,MK-8776,LOVO,34.0180465031
AZD1775,MK-8776,LOVO,19.2800662906
AZD1775,MK-8776,MDAMB436,47.2274898422
AZD1775,MK-8776,MSTO,42.8606635958
AZD1775,MK-8776,NCIH1650,50.617145010200005
AZD1775,MK-8776,NCIH1650,34.4032372712
AZD1775,MK-8776,NCIH2122,30.906694625700002
AZD1775,MK-8776,NCIH2122,23.506964221900002
AZD1775,MK-8776,NCIH23,43.9004746709
AZD1775,MK-8776,NCIH23,34.894161698699996
AZD1775,MK-8776,NCIH460,33.943501971799996
AZD1775,MK-8776,NCIH520,40.755487592899996
AZD1775,MK-8776,OCUBM,65.9041196132
AZD1775,MK-8776,OV90,32.2526368671
AZD1775,MK-8776,OVCAR3,42.4143624412
AZD1775,MK-8776,PA1,62.6770928039
AZD1775,MK-8776,PA1,19.0433844295
AZD1775,MK-8776,RKO,58.4522268841
AZD1775,MK-8776,RPMI7951,32.4372577972
AZD1775,MK-8776,SKMEL30,64.5171171633
AZD1775,MK-8776,SKMES1,4.1003225464
AZD1775,MK-8776,SKOV3,63.478932182
AZD1775,MK-8776,SW620,18.6885431138
AZD1775,MK-8776,SW620,26.515583392800004
AZD1775,MK-8776,SW837,28.5183042754
AZD1775,MK-8776,T47D,9.7692426841
AZD1775,MK-8776,UACC62,43.1869855307
AZD1775,MK-8776,UWB1289BRCA1,-8.887047629
AZD1775,MK-8776,UWB1289,29.4213514765
AZD1775,MK-8776,VCAP,78.2250990806
AZD1775,MK-8776,ZR751,36.0181177466
AZD1775,OXALIPLATIN,A2058,-0.3924191221
AZD1775,OXALIPLATIN,A2780,-9.4167010071
AZD1775,OXALIPLATIN,A375,-1.3741975562
AZD1775,OXALIPLATIN,A427,1.7850808544
AZD1775,OXALIPLATIN,CAOV3,2.8658706795
AZD1775,OXALIPLATIN,COLO320DM,-2.4087131300999998
AZD1775,OXALIPLATIN,DLD1,-6.3668212476
AZD1775,OXALIPLATIN,EFM192B,-6.5430059603999995
AZD1775,OXALIPLATIN,ES2,-7.967974786599999
AZD1775,OXALIPLATIN,HCT116,1.0099443325
AZD1775,OXALIPLATIN,HT144,-3.3525138798
AZD1775,OXALIPLATIN,HT29,-5.463212997
AZD1775,OXALIPLATIN,KPL1,-7.599388140399999
AZD1775,OXALIPLATIN,LNCAP,10.6459785563
AZD1775,OXALIPLATIN,LOVO,-2.6948276237
AZD1775,OXALIPLATIN,MDAMB436,-6.2394917832
AZD1775,OXALIPLATIN,MSTO,-6.2852322368
AZD1775,OXALIPLATIN,NCIH1650,-1.1882044795
AZD1775,OXALIPLATIN,NCIH2122,-8.8805591991
AZD1775,OXALIPLATIN,NCIH23,-10.9495452795
AZD1775,OXALIPLATIN,NCIH460,-11.9248249548
AZD1775,OXALIPLATIN,NCIH520,-10.1047601845
AZD1775,OXALIPLATIN,OCUBM,11.198743766
AZD1775,OXALIPLATIN,OV90,-21.6167109338
AZD1775,OXALIPLATIN,OVCAR3,21.203883878
AZD1775,OXALIPLATIN,PA1,5.2132562787
AZD1775,OXALIPLATIN,RKO,-12.1339484118
AZD1775,OXALIPLATIN,RPMI7951,-4.8799960304
AZD1775,OXALIPLATIN,SKMEL30,-4.5005135748
AZD1775,OXALIPLATIN,SKMES1,1.9655492338999998
AZD1775,OXALIPLATIN,SKOV3,3.8686412802
AZD1775,OXALIPLATIN,SW620,-5.7597495563
AZD1775,OXALIPLATIN,SW837,-2.9466189738
AZD1775,OXALIPLATIN,T47D,-2.739560542
AZD1775,OXALIPLATIN,UACC62,-2.9134159530000003
AZD1775,OXALIPLATIN,UWB1289BRCA1,-2.0352020771
AZD1775,OXALIPLATIN,UWB1289,58.564385297799994
AZD1775,OXALIPLATIN,VCAP,-10.1076235775
AZD1775,OXALIPLATIN,ZR751,-6.539459225
AZD1775,PD325901,A2058,9.7129387617
AZD1775,PD325901,A2780,28.3069989632
AZD1775,PD325901,A375,14.748084005299999
AZD1775,PD325901,A427,21.856263930300003
AZD1775,PD325901,CAOV3,21.0033180745
AZD1775,PD325901,COLO320DM,7.104499940399999
AZD1775,PD325901,DLD1,11.114685203599999
AZD1775,PD325901,EFM192B,1.5489687268999999
AZD1775,PD325901,ES2,13.902830720199999
AZD1775,PD325901,HCT116,17.525932941700002
AZD1775,PD325901,HT144,22.546324469699996
AZD1775,PD325901,HT29,1.9384150669
AZD1775,PD325901,KPL1,13.305719424100001
AZD1775,PD325901,LNCAP,-22.344324964400002
AZD1775,PD325901,LOVO,7.2155389355
AZD1775,PD325901,MDAMB436,16.837240170999998
AZD1775,PD325901,MSTO,14.5712907221
AZD1775,PD325901,NCIH1650,19.1323272044
AZD1775,PD325901,NCIH2122,2.4463492223
AZD1775,PD325901,NCIH23,9.2847198472
AZD1775,PD325901,NCIH460,8.6831324508
AZD1775,PD325901,NCIH520,4.574324818
AZD1775,PD325901,OCUBM,13.2754786222
AZD1775,PD325901,OV90,-2.4579378775
AZD1775,PD325901,OVCAR3,23.2967644762
AZD1775,PD325901,PA1,19.086849513
AZD1775,PD325901,RKO,24.3964207248
AZD1775,PD325901,RPMI7951,13.393091735899999
AZD1775,PD325901,SKMEL30,4.6206626318
AZD1775,PD325901,SKMES1,-2.6342384293
AZD1775,PD325901,SKOV3,19.7167709881
AZD1775,PD325901,SW620,5.693653132200001
AZD1775,PD325901,SW837,11.5784159995
AZD1775,PD325901,T47D,-2.8490650148000003
AZD1775,PD325901,UACC62,11.264247388900001
AZD1775,PD325901,UWB1289BRCA1,9.7157844538
AZD1775,PD325901,UWB1289,98.8786042458
AZD1775,PD325901,VCAP,2.3878936425
AZD1775,PD325901,ZR751,-5.4288711005999994
AZD1775,SN-38,A2058,3.0746171886
AZD1775,SN-38,A2780,0.6751167208
AZD1775,SN-38,A375,8.0208771168
AZD1775,SN-38,A427,0.663149514
AZD1775,SN-38,CAOV3,-4.1036019467000004
AZD1775,SN-38,COLO320DM,3.0467332432
AZD1775,SN-38,DLD1,4.0802617453
AZD1775,SN-38,EFM192B,3.3090580805000003
AZD1775,SN-38,ES2,6.172514876799999
AZD1775,SN-38,HCT116,0.7303809156000001
AZD1775,SN-38,HT144,8.1487292775
AZD1775,SN-38,HT29,8.8586676078
AZD1775,SN-38,KPL1,7.32915934
AZD1775,SN-38,LNCAP,2.028074653
AZD1775,SN-38,LOVO,5.6522503853999995
AZD1775,SN-38,MDAMB436,4.2279741897
AZD1775,SN-38,MSTO,13.2613649158
AZD1775,SN-38,NCIH1650,21.2251284305
AZD1775,SN-38,NCIH2122,-80.17199575779999
AZD1775,SN-38,NCIH23,-2.3564168658
AZD1775,SN-38,NCIH460,-2.3728896032
AZD1775,SN-38,NCIH520,7.1142566491
AZD1775,SN-38,OCUBM,9.9235076334
AZD1775,SN-38,OV90,-5.5980448987
AZD1775,SN-38,OVCAR3,66.7231751824
AZD1775,SN-38,PA1,21.154443704200002
AZD1775,SN-38,RKO,-11.9820619118
AZD1775,SN-38,RPMI7951,8.5637486183
AZD1775,SN-38,SKMEL30,1.1633837278
AZD1775,SN-38,SKMES1,11.641848496500002
AZD1775,SN-38,SKOV3,16.1565265325
AZD1775,SN-38,SW620,-3.2486934306
AZD1775,SN-38,SW837,18.058724501700002
AZD1775,SN-38,T47D,-18.6904782306
AZD1775,SN-38,UACC62,13.058902395
AZD1775,SN-38,UWB1289BRCA1,19.7205533664
AZD1775,SN-38,UWB1289,58.977091619700005
AZD1775,SN-38,VCAP,8.0156998926
AZD1775,SN-38,ZR751,16.5595887928
AZD1775,SORAFENIB,A2058,-7.5305896353
AZD1775,SORAFENIB,A2780,-1.5076403936000002
AZD1775,SORAFENIB,A375,4.731100223
AZD1775,SORAFENIB,A427,4.3240409632
AZD1775,SORAFENIB,CAOV3,-6.223262590399999
AZD1775,SORAFENIB,COLO320DM,-5.1411980451999995
AZD1775,SORAFENIB,DLD1,10.884877140499999
AZD1775,SORAFENIB,EFM192B,-2.6381771656
AZD1775,SORAFENIB,ES2,-3.3868259061000003
AZD1775,SORAFENIB,HCT116,7.7869019350999995
AZD1775,SORAFENIB,HT144,0.9629719889
AZD1775,SORAFENIB,HT29,-7.323390905499999
AZD1775,SORAFENIB,KPL1,2.612415295
AZD1775,SORAFENIB,LNCAP,-2.6355515866999997
AZD1775,SORAFENIB,LOVO,-6.0003982858
AZD1775,SORAFENIB,MDAMB436,-3.4964196995999997
AZD1775,SORAFENIB,MSTO,-7.593609703099999
AZD1775,SORAFENIB,NCIH1650,0.0638370538
AZD1775,SORAFENIB,NCIH2122,-8.8301578991
AZD1775,SORAFENIB,NCIH23,-10.5582178235
AZD1775,SORAFENIB,NCIH460,8.3346015802
AZD1775,SORAFENIB,NCIH520,4.0918847469
AZD1775,SORAFENIB,OCUBM,4.7113897704
AZD1775,SORAFENIB,OV90,-5.025095386
AZD1775,SORAFENIB,OVCAR3,-17.387899803099998
AZD1775,SORAFENIB,PA1,5.447474525700001
AZD1775,SORAFENIB,RKO,-1.1666525432
AZD1775,SORAFENIB,RPMI7951,-4.9417361663
AZD1775,SORAFENIB,SKMEL30,1.6790304399
AZD1775,SORAFENIB,SKMES1,-7.363682557000001
AZD1775,SORAFENIB,SKOV3,7.1494505107
AZD1775,SORAFENIB,SW620,-2.8119482781
AZD1775,SORAFENIB,SW837,-1.3031396406
AZD1775,SORAFENIB,T47D,3.3932500352
AZD1775,SORAFENIB,UACC62,1.3162486226
AZD1775,SORAFENIB,UWB1289BRCA1,-4.65638725
AZD1775,SORAFENIB,UWB1289,17.3985047073
AZD1775,SORAFENIB,VCAP,-20.8292710737
AZD1775,SORAFENIB,ZR751,-15.882404169500001
AZD1775,TOPOTECAN,A2058,5.7150175915
AZD1775,TOPOTECAN,A2780,4.6490619262
AZD1775,TOPOTECAN,A375,-3.3861477696
AZD1775,TOPOTECAN,A427,11.3098076618
AZD1775,TOPOTECAN,CAOV3,3.2379701661
AZD1775,TOPOTECAN,COLO320DM,3.2374166405
AZD1775,TOPOTECAN,DLD1,2.4748805738999997
AZD1775,TOPOTECAN,EFM192B,-5.552569115599999
AZD1775,TOPOTECAN,ES2,-6.469664092
AZD1775,TOPOTECAN,HCT116,3.9951033579
AZD1775,TOPOTECAN,HT144,9.4092711387
AZD1775,TOPOTECAN,HT29,11.6717454817
AZD1775,TOPOTECAN,KPL1,11.7879102757
AZD1775,TOPOTECAN,LNCAP,-94.5977575917
AZD1775,TOPOTECAN,LOVO,1.5258243687000002
AZD1775,TOPOTECAN,MDAMB436,3.9596669116000003
AZD1775,TOPOTECAN,MSTO,2.3186609455
AZD1775,TOPOTECAN,NCIH1650,5.6704187490999995
AZD1775,TOPOTECAN,NCIH2122,2.5090094456
AZD1775,TOPOTECAN,NCIH23,10.1818989627
AZD1775,TOPOTECAN,NCIH460,-17.0696513722
AZD1775,TOPOTECAN,NCIH520,7.5476646125
AZD1775,TOPOTECAN,OCUBM,10.0685293578
AZD1775,TOPOTECAN,OV90,-9.075561375
AZD1775,TOPOTECAN,OVCAR3,40.6440855959
AZD1775,TOPOTECAN,PA1,3.1046573867
AZD1775,TOPOTECAN,RKO,-5.7130638779
AZD1775,TOPOTECAN,RPMI7951,-6.6911301584
AZD1775,TOPOTECAN,SKMEL30,13.816361900999999
AZD1775,TOPOTECAN,SKMES1,-11.4257582911
AZD1775,TOPOTECAN,SKOV3,7.650514826
AZD1775,TOPOTECAN,SW620,17.1235454095
AZD1775,TOPOTECAN,SW837,7.6667355024
AZD1775,TOPOTECAN,T47D,1.8205549169
AZD1775,TOPOTECAN,UACC62,4.171316344
AZD1775,TOPOTECAN,UWB1289BRCA1,9.1581339083
AZD1775,TOPOTECAN,UWB1289,19.401398257100002
AZD1775,TOPOTECAN,VCAP,0.32774965
AZD1775,TOPOTECAN,ZR751,14.9688599574
BEZ-235,DINACICLIB,A2058,12.82913573
BEZ-235,DINACICLIB,A2780,12.1724165756
BEZ-235,DINACICLIB,A375,10.5437612034
BEZ-235,DINACICLIB,A427,14.1633299476
BEZ-235,DINACICLIB,CAOV3,6.064544121900001
BEZ-235,DINACICLIB,COLO320DM,28.298359327199996
BEZ-235,DINACICLIB,DLD1,8.3300203269
BEZ-235,DINACICLIB,EFM192B,13.5678851944
BEZ-235,DINACICLIB,ES2,16.349456308
BEZ-235,DINACICLIB,HCT116,-7.527744625
BEZ-235,DINACICLIB,HT144,8.4579767717
BEZ-235,DINACICLIB,HT29,9.6459467885
BEZ-235,DINACICLIB,KPL1,11.7214217614
BEZ-235,DINACICLIB,LNCAP,23.100432524499997
BEZ-235,DINACICLIB,LOVO,6.9403846342
BEZ-235,DINACICLIB,MDAMB436,18.554309732
BEZ-235,DINACICLIB,MSTO,-3.6058391589
BEZ-235,DINACICLIB,NCIH1650,-1.1209975084000001
BEZ-235,DINACICLIB,NCIH2122,14.7183660791
BEZ-235,DINACICLIB,NCIH23,15.9310764804
BEZ-235,DINACICLIB,NCIH460,16.841246904400002
BEZ-235,DINACICLIB,NCIH520,5.4984160724
BEZ-235,DINACICLIB,OCUBM,1.3688055113
BEZ-235,DINACICLIB,OV90,10.205527118200001
BEZ-235,DINACICLIB,OVCAR3,12.366440768599999
BEZ-235,DINACICLIB,PA1,4.9410416098
BEZ-235,DINACICLIB,RKO,18.5700287474
BEZ-235,DINACICLIB,RPMI7951,12.814530499000002
BEZ-235,DINACICLIB,SKMEL30,2.2099412271000003
BEZ-235,DINACICLIB,SKMES1,8.270303313300001
BEZ-235,DINACICLIB,SKOV3,-15.4779097444
BEZ-235,DINACICLIB,SW620,-0.6539714494
BEZ-235,DINACICLIB,SW837,9.7296025762
BEZ-235,DINACICLIB,T47D,90.9914431494
BEZ-235,DINACICLIB,UACC62,17.3319497404
BEZ-235,DINACICLIB,UWB1289BRCA1,13.8909784967
BEZ-235,DINACICLIB,UWB1289,5.487690582000001
BEZ-235,DINACICLIB,VCAP,-1.8345494754
BEZ-235,DINACICLIB,ZR751,13.9030474373
BEZ-235,MK-8776,A2058,65.61573897390001
BEZ-235,MK-8776,A2780,29.5421713233
BEZ-235,MK-8776,A375,84.8779640882
BEZ-235,MK-8776,A427,36.469229086700004
BEZ-235,MK-8776,CAOV3,37.3785736866
BEZ-235,MK-8776,COLO320DM,20.1605997465
BEZ-235,MK-8776,DLD1,15.4492847974
BEZ-235,MK-8776,EFM192B,16.4372382147
BEZ-235,MK-8776,ES2,43.0875285814
BEZ-235,MK-8776,HCT116,24.481410982600003
BEZ-235,MK-8776,HT144,-140.3657077368
BEZ-235,MK-8776,HT29,29.9863742207
BEZ-235,MK-8776,KPL1,13.3216002253
BEZ-235,MK-8776,LNCAP,-109.27731484600001
BEZ-235,MK-8776,LOVO,22.426613418899997
BEZ-235,MK-8776,MDAMB436,36.997108330500005
BEZ-235,MK-8776,MSTO,23.4758069121
BEZ-235,MK-8776,NCIH1650,12.685509516300002
BEZ-235,MK-8776,NCIH2122,-5.3581873897
BEZ-235,MK-8776,NCIH23,18.6273603882
BEZ-235,MK-8776,NCIH460,41.2719938094
BEZ-235,MK-8776,NCIH520,22.6156484994
BEZ-235,MK-8776,OCUBM,22.7804899692
BEZ-235,MK-8776,OV90,16.506140270699998
BEZ-235,MK-8776,OVCAR3,12.1320732305
BEZ-235,MK-8776,PA1,28.8076253081
BEZ-235,MK-8776,RKO,67.4670174071
BEZ-235,MK-8776,RPMI7951,1.8901139831
BEZ-235,MK-8776,SKMEL30,39.198890297199995
BEZ-235,MK-8776,SKMES1,4.2963846743000005
BEZ-235,MK-8776,SKOV3,10.334545089299999
BEZ-235,MK-8776,SW620,18.4857567546
BEZ-235,MK-8776,SW837,-166.3775620333
